user_text,intention_score,age,gender_male,gender_female,gender_non_binary
"Failed my math test today. Not my best, but I’ll try again.",3,18,0,1,0
"Health is failing, and so is everything else.",6,52,1,0,0
The silence is too loud. I cry most nights.,7,69,0,1,0
Pain meds are ready. I’ve decided.,8,54,0,0,1
Stressed about interviews but hopeful.,1,23,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",1,18,0,0,1
Another day of rejection letters. What's the point?,5,26,0,1,0
Stressed about interviews but hopeful.,4,29,1,0,0
Everyone else has friends. Why am I always alone?,5,14,1,0,0
I’ve written a note. I just want the pain to stop.,10,18,0,1,0
"It’s tough, but I’ve survived worse.",4,68,0,1,0
Stressed about interviews but hopeful.,3,27,0,1,0
"Caring for my dad is draining, but I’ll manage.",4,39,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",1,36,0,0,1
I argued with my mom. Feeling down but it'll pass.,1,14,1,0,0
The silence is too loud. I cry most nights.,7,76,1,0,0
Trying to balance everything – it's tough but okay.,2,31,0,0,1
"Feeling lonely, but I think it'll get better.",1,31,0,1,0
"Lonely, yes. But I enjoy gardening still.",3,65,0,0,1
Being alone every day hurts more than my body does.,6,79,1,0,0
I’ve written a note. I just want the pain to stop.,8,15,0,1,0
Saying goodbye doesn’t scare me. I'm at peace with my choice.,9,78,1,0,0
"Health is failing, and so is everything else.",6,40,1,0,0
I wish I could just disappear from all this stress.,5,17,1,0,0
"Feeling lonely, but I think it'll get better.",2,30,0,0,1
Stressed about interviews but hopeful.,1,28,0,0,1
Empty nest and empty life.,7,58,1,0,0
I miss my wife so much. It’s unbearable some days.,7,80,0,1,0
Being alone every day hurts more than my body does.,7,74,1,0,0
I argued with my mom. Feeling down but it'll pass.,4,19,0,1,0
"The days are slow, but I keep going.",2,72,0,1,0
Worried about money after the layoff.,3,56,1,0,0
"The days are slow, but I keep going.",1,62,0,1,0
"Lonely, yes. But I enjoy gardening still.",1,76,1,0,0
"It’s tough, but I’ve survived worse.",2,78,1,0,0
Breakups suck. I feel empty.,6,35,0,0,1
"Caring for my dad is draining, but I’ll manage.",3,55,1,0,0
I miss my wife so much. It’s unbearable some days.,5,67,0,0,1
Lost my job and can’t provide anymore. I’m done.,8,59,1,0,0
Wife left and I don't know who I am anymore.,5,46,0,0,1
Breakups suck. I feel empty.,6,25,0,1,0
"Feeling lonely, but I think it'll get better.",4,22,0,1,0
Crippling debt and no support system. Feeling trapped.,7,22,1,0,0
I wish I could just disappear from all this stress.,5,15,0,0,1
Trying to balance everything – it's tough but okay.,1,23,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",4,15,1,0,0
"Caring for my dad is draining, but I’ll manage.",1,52,0,1,0
Crippling debt and no support system. Feeling trapped.,7,21,0,1,0
I’m alone in a new city and I don’t think I’ll make it.,8,24,0,0,1
"Feeling lonely, but I think it'll get better.",1,31,0,0,1
"Lonely, yes. But I enjoy gardening still.",4,61,0,0,1
Pain meds are ready. I’ve decided.,10,43,0,0,1
"Lonely, yes. But I enjoy gardening still.",4,67,0,1,0
I have my will and pills. No more waiting.,8,75,0,0,1
"Caring for my dad is draining, but I’ll manage.",4,60,0,1,0
Saying goodbye doesn’t scare me. I'm at peace with my choice.,8,68,0,1,0
I wish I could just disappear from all this stress.,6,14,1,0,0
The silence is too loud. I cry most nights.,5,73,0,1,0
Worried about money after the layoff.,4,41,0,0,1
Worried about money after the layoff.,1,50,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",1,18,0,0,1
"Lonely, yes. But I enjoy gardening still.",1,74,1,0,0
I argued with my mom. Feeling down but it'll pass.,4,19,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",4,36,0,1,0
The silence is too loud. I cry most nights.,5,67,0,1,0
I miss my wife so much. It’s unbearable some days.,5,76,1,0,0
"No job, no partner, no reason to keep going.",10,33,0,0,1
Crippling debt and no support system. Feeling trapped.,7,30,1,0,0
I have my will and pills. No more waiting.,9,62,1,0,0
"Lonely, yes. But I enjoy gardening still.",1,64,0,0,1
"It’s tough, but I’ve survived worse.",2,62,0,0,1
Everything is falling apart. I’ve thought of how to end it.,9,33,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",4,47,0,0,1
"Feeling lonely, but I think it'll get better.",1,24,0,0,1
Empty nest and empty life.,7,47,1,0,0
Worried about money after the layoff.,2,40,1,0,0
Pain meds are ready. I’ve decided.,8,38,0,0,1
Everyone else has friends. Why am I always alone?,6,14,0,1,0
"No job, no partner, no reason to keep going.",9,32,1,0,0
I’ve written a note. I just want the pain to stop.,9,18,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",3,18,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",3,19,1,0,0
"The days are slow, but I keep going.",3,79,1,0,0
"Lonely, yes. But I enjoy gardening still.",3,68,0,0,1
It's like I don’t matter at all in my family.,7,19,0,1,0
I wish I could just disappear from all this stress.,7,15,0,0,1
I wish I could just disappear from all this stress.,5,14,0,0,1
I miss my wife so much. It’s unbearable some days.,5,76,0,0,1
Everything is falling apart. I’ve thought of how to end it.,8,25,0,0,1
Worried about money after the layoff.,2,45,0,0,1
No one talks to me anymore. I don't think I can survive another week.,9,15,0,1,0
Being alone every day hurts more than my body does.,7,62,1,0,0
I argued with my mom. Feeling down but it'll pass.,1,18,1,0,0
"Lonely, yes. But I enjoy gardening still.",2,80,0,1,0
Trying to balance everything – it's tough but okay.,1,31,1,0,0
Empty nest and empty life.,7,53,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",3,47,1,0,0
"Feeling lonely, but I think it'll get better.",4,26,0,0,1
Worried about money after the layoff.,3,57,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",2,16,0,1,0
Trying to balance everything – it's tough but okay.,3,23,1,0,0
"Feeling lonely, but I think it'll get better.",3,35,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",1,55,1,0,0
They keep calling me names at school. I'm done pretending to be okay.,9,19,1,0,0
"Lonely, yes. But I enjoy gardening still.",1,79,0,1,0
It's like I don’t matter at all in my family.,5,17,1,0,0
Saying goodbye doesn’t scare me. I'm at peace with my choice.,8,66,0,0,1
"Caring for my dad is draining, but I’ll manage.",3,47,0,1,0
I argued with my mom. Feeling down but it'll pass.,2,19,0,1,0
"The days are slow, but I keep going.",3,79,1,0,0
Just tired from school lately.,2,18,0,1,0
"It’s tough, but I’ve survived worse.",1,80,0,0,1
Trying to balance everything – it's tough but okay.,1,30,0,0,1
The silence is too loud. I cry most nights.,6,75,0,0,1
Just tired from school lately.,3,19,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",4,41,1,0,0
"Caring for my dad is draining, but I’ll manage.",3,51,0,1,0
Just tired from school lately.,1,18,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",3,58,1,0,0
Everything is falling apart. I’ve thought of how to end it.,8,25,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",3,17,0,1,0
I wish I could just disappear from all this stress.,6,14,1,0,0
"It’s tough, but I’ve survived worse.",3,63,0,1,0
"Lonely, yes. But I enjoy gardening still.",3,75,0,0,1
Trying to balance everything – it's tough but okay.,4,20,0,0,1
I’m a burden. My family would be better without me.,8,50,0,0,1
Worried about money after the layoff.,2,38,0,0,1
"Caring for my dad is draining, but I’ll manage.",2,55,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",3,15,1,0,0
Crippling debt and no support system. Feeling trapped.,6,28,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",3,51,0,1,0
I’m alone in a new city and I don’t think I’ll make it.,10,27,0,1,0
The silence is too loud. I cry most nights.,6,71,1,0,0
Trying to balance everything – it's tough but okay.,2,35,0,0,1
I wish I could just disappear from all this stress.,6,15,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",3,18,1,0,0
No one talks to me anymore. I don't think I can survive another week.,8,19,0,1,0
I miss my wife so much. It’s unbearable some days.,5,71,0,1,0
Stressed about interviews but hopeful.,3,24,0,1,0
Pain meds are ready. I’ve decided.,8,53,0,0,1
Breakups suck. I feel empty.,5,25,0,0,1
Lost my job and can’t provide anymore. I’m done.,8,46,0,0,1
Trying to balance everything – it's tough but okay.,3,30,0,0,1
Worried about money after the layoff.,3,55,0,1,0
Saying goodbye doesn’t scare me. I'm at peace with my choice.,10,65,0,0,1
No one talks to me anymore. I don't think I can survive another week.,9,18,1,0,0
Lost my job and can’t provide anymore. I’m done.,9,51,0,0,1
The silence is too loud. I cry most nights.,5,71,0,1,0
Just tired from school lately.,3,17,1,0,0
"Lonely, yes. But I enjoy gardening still.",3,66,0,1,0
Being alone every day hurts more than my body does.,7,67,0,0,1
Just tired from school lately.,1,15,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",2,50,1,0,0
Worried about money after the layoff.,4,37,0,0,1
"It’s tough, but I’ve survived worse.",1,73,1,0,0
Being alone every day hurts more than my body does.,5,64,0,0,1
Being alone every day hurts more than my body does.,6,63,0,0,1
Being alone every day hurts more than my body does.,7,69,0,0,1
"No job, no partner, no reason to keep going.",9,23,0,0,1
"It’s tough, but I’ve survived worse.",2,75,1,0,0
Pain meds are ready. I’ve decided.,8,50,0,0,1
I argued with my mom. Feeling down but it'll pass.,2,16,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",2,15,0,0,1
"It’s tough, but I’ve survived worse.",2,68,0,0,1
Being alone every day hurts more than my body does.,5,68,0,1,0
It's like I don’t matter at all in my family.,5,18,0,1,0
"Caring for my dad is draining, but I’ll manage.",1,40,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",3,55,1,0,0
Being alone every day hurts more than my body does.,5,76,0,0,1
Wife left and I don't know who I am anymore.,5,59,0,1,0
Just tired from school lately.,2,18,1,0,0
"Lonely, yes. But I enjoy gardening still.",3,62,0,0,1
I wish I could just disappear from all this stress.,6,17,0,0,1
"The days are slow, but I keep going.",1,70,1,0,0
"Caring for my dad is draining, but I’ll manage.",4,54,0,0,1
Stressed about interviews but hopeful.,3,28,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",3,14,0,1,0
Wife left and I don't know who I am anymore.,6,51,0,0,1
It's like I don’t matter at all in my family.,6,17,0,1,0
"Caring for my dad is draining, but I’ll manage.",1,47,1,0,0
Saying goodbye doesn’t scare me. I'm at peace with my choice.,9,74,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",1,18,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",1,15,0,0,1
Just tired from school lately.,1,19,0,0,1
Crippling debt and no support system. Feeling trapped.,5,33,1,0,0
"It’s tough, but I’ve survived worse.",1,79,1,0,0
"Health is failing, and so is everything else.",7,37,0,0,1
"Health is failing, and so is everything else.",6,55,1,0,0
I’m alone in a new city and I don’t think I’ll make it.,8,35,0,1,0
I’ve written a note. I just want the pain to stop.,9,19,1,0,0
Just tired from school lately.,4,14,0,1,0
"Lonely, yes. But I enjoy gardening still.",3,68,0,0,1
Stressed about interviews but hopeful.,3,34,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",4,59,0,1,0
"Lonely, yes. But I enjoy gardening still.",3,74,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",2,19,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",2,39,0,1,0
I have my will and pills. No more waiting.,10,62,0,0,1
"The days are slow, but I keep going.",3,63,0,0,1
Worried about money after the layoff.,2,45,1,0,0
Stressed about interviews but hopeful.,3,24,0,0,1
Trying to balance everything – it's tough but okay.,4,32,0,1,0
Crippling debt and no support system. Feeling trapped.,5,30,0,0,1
Worried about money after the layoff.,3,55,0,1,0
Worried about money after the layoff.,1,58,0,1,0
Stressed about interviews but hopeful.,2,23,1,0,0
"It’s tough, but I’ve survived worse.",4,68,0,0,1
Wife left and I don't know who I am anymore.,5,51,0,1,0
It's like I don’t matter at all in my family.,5,16,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",2,19,0,0,1
Stressed about interviews but hopeful.,4,34,1,0,0
Trying to balance everything – it's tough but okay.,1,20,0,1,0
Worried about money after the layoff.,3,45,0,1,0
"Feeling lonely, but I think it'll get better.",2,34,0,1,0
I’m alone in a new city and I don’t think I’ll make it.,9,24,0,1,0
"It’s tough, but I’ve survived worse.",1,77,0,0,1
I wish I could just disappear from all this stress.,7,18,0,1,0
"The days are slow, but I keep going.",4,70,0,1,0
"The days are slow, but I keep going.",4,65,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",2,43,0,1,0
Just tired from school lately.,4,14,0,0,1
Crippling debt and no support system. Feeling trapped.,5,33,1,0,0
Being alone every day hurts more than my body does.,5,77,1,0,0
Being alone every day hurts more than my body does.,7,73,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",3,19,0,1,0
Crippling debt and no support system. Feeling trapped.,7,24,0,0,1
"Lonely, yes. But I enjoy gardening still.",1,62,0,1,0
"Feeling lonely, but I think it'll get better.",2,28,1,0,0
I’m a burden. My family would be better without me.,10,48,1,0,0
"Lonely, yes. But I enjoy gardening still.",4,66,0,1,0
Being alone every day hurts more than my body does.,5,74,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",3,56,1,0,0
Being alone every day hurts more than my body does.,6,64,1,0,0
Everyone else has friends. Why am I always alone?,5,14,1,0,0
"Caring for my dad is draining, but I’ll manage.",3,45,0,0,1
There’s nothing left but pain. I’m ready to go.,8,67,0,0,1
Crippling debt and no support system. Feeling trapped.,5,23,0,1,0
"Health is failing, and so is everything else.",6,60,0,1,0
There’s nothing left but pain. I’m ready to go.,8,73,1,0,0
Just tired from school lately.,4,16,1,0,0
I’m a burden. My family would be better without me.,10,59,1,0,0
The silence is too loud. I cry most nights.,7,73,0,0,1
"The days are slow, but I keep going.",4,74,0,1,0
Being alone every day hurts more than my body does.,6,72,0,0,1
Wife left and I don't know who I am anymore.,7,56,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",4,19,1,0,0
Worried about money after the layoff.,2,40,0,1,0
I argued with my mom. Feeling down but it'll pass.,1,17,1,0,0
"No job, no partner, no reason to keep going.",8,35,0,1,0
Everything is falling apart. I’ve thought of how to end it.,8,35,0,0,1
"The days are slow, but I keep going.",1,63,1,0,0
I have my will and pills. No more waiting.,9,65,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",3,48,1,0,0
Breakups suck. I feel empty.,7,30,0,0,1
Stressed about interviews but hopeful.,3,20,0,0,1
Trying to balance everything – it's tough but okay.,1,31,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",1,19,1,0,0
"The days are slow, but I keep going.",3,71,0,1,0
"Lonely, yes. But I enjoy gardening still.",1,79,0,0,1
"Feeling lonely, but I think it'll get better.",1,34,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",3,36,0,0,1
I miss my wife so much. It’s unbearable some days.,6,70,0,1,0
"The days are slow, but I keep going.",2,80,0,0,1
Being alone every day hurts more than my body does.,6,63,0,1,0
Everything is falling apart. I’ve thought of how to end it.,10,20,0,0,1
"Caring for my dad is draining, but I’ll manage.",2,39,1,0,0
Everything is falling apart. I’ve thought of how to end it.,9,29,1,0,0
"Feeling lonely, but I think it'll get better.",2,20,0,0,1
Stressed about interviews but hopeful.,2,32,0,1,0
Trying to balance everything – it's tough but okay.,2,33,1,0,0
"Health is failing, and so is everything else.",7,37,1,0,0
"The days are slow, but I keep going.",3,69,1,0,0
"It’s tough, but I’ve survived worse.",2,68,0,0,1
Stressed about interviews but hopeful.,2,21,0,0,1
"Caring for my dad is draining, but I’ll manage.",1,60,1,0,0
Stressed about interviews but hopeful.,2,21,1,0,0
Just tired from school lately.,3,17,0,0,1
Being alone every day hurts more than my body does.,5,67,0,0,1
"No job, no partner, no reason to keep going.",9,35,0,0,1
Trying to balance everything – it's tough but okay.,1,33,1,0,0
Just tired from school lately.,1,15,0,1,0
Wife left and I don't know who I am anymore.,5,59,0,1,0
I argued with my mom. Feeling down but it'll pass.,3,16,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",2,16,1,0,0
Breakups suck. I feel empty.,6,23,0,0,1
Everyone else has friends. Why am I always alone?,5,14,1,0,0
Worried about money after the layoff.,2,46,0,1,0
"Feeling lonely, but I think it'll get better.",1,33,0,1,0
Breakups suck. I feel empty.,5,32,0,0,1
"The days are slow, but I keep going.",2,71,0,0,1
Worried about money after the layoff.,2,55,1,0,0
"It’s tough, but I’ve survived worse.",1,61,0,0,1
"Lonely, yes. But I enjoy gardening still.",4,72,0,1,0
"Lonely, yes. But I enjoy gardening still.",3,62,0,0,1
Being alone every day hurts more than my body does.,6,67,0,1,0
They keep calling me names at school. I'm done pretending to be okay.,9,14,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",3,17,1,0,0
Just tired from school lately.,1,19,0,0,1
Just tired from school lately.,4,16,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",1,50,0,0,1
Breakups suck. I feel empty.,7,29,1,0,0
Stressed about interviews but hopeful.,3,33,0,0,1
I argued with my mom. Feeling down but it'll pass.,2,19,0,1,0
I miss my wife so much. It’s unbearable some days.,7,72,0,1,0
Trying to balance everything – it's tough but okay.,3,23,0,0,1
Worried about money after the layoff.,1,36,0,0,1
Trying to balance everything – it's tough but okay.,3,29,0,1,0
"Caring for my dad is draining, but I’ll manage.",2,39,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",4,16,0,1,0
"Caring for my dad is draining, but I’ll manage.",1,57,0,0,1
"The days are slow, but I keep going.",4,64,0,0,1
I’ve written a note. I just want the pain to stop.,10,18,1,0,0
I argued with my mom. Feeling down but it'll pass.,3,14,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",1,18,0,1,0
Everything is falling apart. I’ve thought of how to end it.,8,23,0,1,0
No one talks to me anymore. I don't think I can survive another week.,10,19,0,0,1
Everything is falling apart. I’ve thought of how to end it.,9,34,1,0,0
"It’s tough, but I’ve survived worse.",2,67,0,1,0
Just tired from school lately.,2,19,0,1,0
"Lonely, yes. But I enjoy gardening still.",1,61,1,0,0
Breakups suck. I feel empty.,5,27,0,0,1
"It’s tough, but I’ve survived worse.",1,80,1,0,0
Just tired from school lately.,3,17,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",1,42,1,0,0
Being alone every day hurts more than my body does.,7,70,1,0,0
Trying to balance everything – it's tough but okay.,2,35,0,0,1
"Feeling lonely, but I think it'll get better.",1,33,0,1,0
I have my will and pills. No more waiting.,9,73,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",2,42,0,0,1
"Caring for my dad is draining, but I’ll manage.",3,52,0,0,1
"Caring for my dad is draining, but I’ll manage.",3,49,1,0,0
Another day of rejection letters. What's the point?,7,24,1,0,0
"Lonely, yes. But I enjoy gardening still.",2,74,0,1,0
Saying goodbye doesn’t scare me. I'm at peace with my choice.,10,73,0,0,1
I miss my wife so much. It’s unbearable some days.,6,74,0,0,1
"Caring for my dad is draining, but I’ll manage.",4,38,0,0,1
Trying to balance everything – it's tough but okay.,2,27,1,0,0
I miss my wife so much. It’s unbearable some days.,6,65,1,0,0
I argued with my mom. Feeling down but it'll pass.,1,16,0,1,0
Stressed about interviews but hopeful.,3,31,1,0,0
"The days are slow, but I keep going.",3,65,0,1,0
They keep calling me names at school. I'm done pretending to be okay.,9,17,0,0,1
"It’s tough, but I’ve survived worse.",1,78,0,0,1
Worried about money after the layoff.,4,52,0,1,0
"Feeling lonely, but I think it'll get better.",2,31,1,0,0
I argued with my mom. Feeling down but it'll pass.,2,18,1,0,0
"No job, no partner, no reason to keep going.",10,35,0,0,1
Just tired from school lately.,2,15,0,0,1
Empty nest and empty life.,5,60,0,1,0
"It’s tough, but I’ve survived worse.",1,69,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",3,60,1,0,0
"Caring for my dad is draining, but I’ll manage.",3,47,0,0,1
"The days are slow, but I keep going.",3,78,0,1,0
Trying to balance everything – it's tough but okay.,4,20,0,0,1
Everything is falling apart. I’ve thought of how to end it.,9,33,0,0,1
Trying to balance everything – it's tough but okay.,3,35,1,0,0
"Health is failing, and so is everything else.",7,45,0,1,0
I’m alone in a new city and I don’t think I’ll make it.,10,21,0,1,0
"It’s tough, but I’ve survived worse.",4,74,0,1,0
Stressed about interviews but hopeful.,2,22,0,1,0
Another day of rejection letters. What's the point?,6,22,0,0,1
"Feeling lonely, but I think it'll get better.",1,34,1,0,0
I wish I could just disappear from all this stress.,7,18,1,0,0
Stressed about interviews but hopeful.,1,27,0,1,0
Another day of rejection letters. What's the point?,5,26,0,1,0
"Caring for my dad is draining, but I’ll manage.",1,58,0,0,1
I wish I could just disappear from all this stress.,5,19,0,1,0
I argued with my mom. Feeling down but it'll pass.,1,14,0,0,1
I argued with my mom. Feeling down but it'll pass.,3,17,0,1,0
"The days are slow, but I keep going.",2,62,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",1,56,0,0,1
Wife left and I don't know who I am anymore.,5,53,0,0,1
They keep calling me names at school. I'm done pretending to be okay.,9,18,0,1,0
Stressed about interviews but hopeful.,3,31,1,0,0
Just tired from school lately.,4,17,0,0,1
Crippling debt and no support system. Feeling trapped.,5,26,0,1,0
Just tired from school lately.,3,15,1,0,0
"Feeling lonely, but I think it'll get better.",3,20,0,1,0
"It’s tough, but I’ve survived worse.",1,79,1,0,0
The silence is too loud. I cry most nights.,6,78,0,1,0
They keep calling me names at school. I'm done pretending to be okay.,8,18,0,1,0
I wish I could just disappear from all this stress.,5,19,0,1,0
Worried about money after the layoff.,2,57,0,1,0
Being alone every day hurts more than my body does.,6,75,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",1,47,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",2,18,1,0,0
Being alone every day hurts more than my body does.,7,68,1,0,0
Wife left and I don't know who I am anymore.,6,54,0,1,0
Breakups suck. I feel empty.,7,35,1,0,0
I argued with my mom. Feeling down but it'll pass.,4,14,0,1,0
"It’s tough, but I’ve survived worse.",4,67,1,0,0
"The days are slow, but I keep going.",3,66,1,0,0
"Caring for my dad is draining, but I’ll manage.",1,52,0,1,0
Everyone else has friends. Why am I always alone?,7,17,0,0,1
I’m a burden. My family would be better without me.,10,41,1,0,0
"No job, no partner, no reason to keep going.",9,22,1,0,0
Crippling debt and no support system. Feeling trapped.,7,35,0,1,0
No one talks to me anymore. I don't think I can survive another week.,8,17,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",3,19,0,0,1
Stressed about interviews but hopeful.,3,21,0,0,1
Just tired from school lately.,2,18,1,0,0
"Feeling lonely, but I think it'll get better.",4,34,0,1,0
"Caring for my dad is draining, but I’ll manage.",2,54,0,1,0
Everyone else has friends. Why am I always alone?,7,17,1,0,0
I argued with my mom. Feeling down but it'll pass.,2,18,1,0,0
Worried about money after the layoff.,4,45,0,0,1
Worried about money after the layoff.,1,56,0,1,0
It's like I don’t matter at all in my family.,5,16,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",3,42,1,0,0
"Feeling lonely, but I think it'll get better.",3,20,0,0,1
Lost my job and can’t provide anymore. I’m done.,8,36,0,1,0
"The days are slow, but I keep going.",3,77,1,0,0
"Health is failing, and so is everything else.",7,59,0,0,1
I wish I could just disappear from all this stress.,5,16,0,1,0
"Caring for my dad is draining, but I’ll manage.",3,59,0,1,0
"It’s tough, but I’ve survived worse.",1,79,0,1,0
I’m alone in a new city and I don’t think I’ll make it.,9,24,0,0,1
Trying to balance everything – it's tough but okay.,4,34,0,0,1
Everyone else has friends. Why am I always alone?,5,16,0,1,0
The silence is too loud. I cry most nights.,5,62,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",3,16,0,1,0
"Health is failing, and so is everything else.",7,54,1,0,0
Lost my job and can’t provide anymore. I’m done.,8,57,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",3,18,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",4,17,0,1,0
"No job, no partner, no reason to keep going.",10,31,1,0,0
Breakups suck. I feel empty.,7,35,0,0,1
Worried about money after the layoff.,3,41,0,1,0
I’m alone in a new city and I don’t think I’ll make it.,8,29,0,0,1
"The days are slow, but I keep going.",2,62,0,0,1
Wife left and I don't know who I am anymore.,7,58,1,0,0
"The days are slow, but I keep going.",3,75,1,0,0
Stressed about interviews but hopeful.,1,23,0,1,0
Everyone else has friends. Why am I always alone?,5,14,1,0,0
I argued with my mom. Feeling down but it'll pass.,1,17,1,0,0
Everyone else has friends. Why am I always alone?,7,16,1,0,0
"Feeling lonely, but I think it'll get better.",2,34,0,1,0
"Feeling lonely, but I think it'll get better.",4,30,1,0,0
Wife left and I don't know who I am anymore.,5,47,0,1,0
"Caring for my dad is draining, but I’ll manage.",2,37,0,0,1
Worried about money after the layoff.,4,48,1,0,0
"Lonely, yes. But I enjoy gardening still.",2,65,0,0,1
"Feeling lonely, but I think it'll get better.",1,20,0,1,0
It's like I don’t matter at all in my family.,7,17,0,0,1
There’s nothing left but pain. I’m ready to go.,10,70,1,0,0
"Feeling lonely, but I think it'll get better.",3,22,0,1,0
"The days are slow, but I keep going.",3,79,0,1,0
"Lonely, yes. But I enjoy gardening still.",2,71,0,1,0
Just tired from school lately.,1,17,0,1,0
Stressed about interviews but hopeful.,2,20,0,0,1
I wish I could just disappear from all this stress.,7,14,1,0,0
Trying to balance everything – it's tough but okay.,4,29,0,0,1
"Lonely, yes. But I enjoy gardening still.",1,62,0,0,1
I’m a burden. My family would be better without me.,8,52,1,0,0
"Health is failing, and so is everything else.",7,49,0,0,1
Crippling debt and no support system. Feeling trapped.,5,21,1,0,0
"Feeling lonely, but I think it'll get better.",3,32,0,0,1
"It’s tough, but I’ve survived worse.",4,78,0,1,0
No one talks to me anymore. I don't think I can survive another week.,8,19,0,1,0
I argued with my mom. Feeling down but it'll pass.,1,16,0,0,1
No one talks to me anymore. I don't think I can survive another week.,9,17,0,1,0
Everyone else has friends. Why am I always alone?,6,19,0,0,1
Just tired from school lately.,1,14,1,0,0
"Feeling lonely, but I think it'll get better.",3,35,0,1,0
Just tired from school lately.,1,14,0,0,1
"The days are slow, but I keep going.",3,61,1,0,0
Lost my job and can’t provide anymore. I’m done.,10,42,1,0,0
"Feeling lonely, but I think it'll get better.",4,35,0,1,0
Trying to balance everything – it's tough but okay.,2,20,0,1,0
I miss my wife so much. It’s unbearable some days.,5,65,0,1,0
Breakups suck. I feel empty.,6,25,0,0,1
Crippling debt and no support system. Feeling trapped.,6,34,0,0,1
Worried about money after the layoff.,3,58,1,0,0
Being alone every day hurts more than my body does.,6,63,0,1,0
"Lonely, yes. But I enjoy gardening still.",4,61,0,0,1
Everyone else has friends. Why am I always alone?,5,19,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",2,18,0,0,1
Crippling debt and no support system. Feeling trapped.,6,32,1,0,0
I argued with my mom. Feeling down but it'll pass.,1,18,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",3,54,1,0,0
"Feeling lonely, but I think it'll get better.",3,26,0,1,0
Just tired from school lately.,3,14,0,0,1
It's like I don’t matter at all in my family.,7,19,0,0,1
"Lonely, yes. But I enjoy gardening still.",1,76,0,1,0
"Feeling lonely, but I think it'll get better.",4,20,0,0,1
Empty nest and empty life.,5,50,0,1,0
They keep calling me names at school. I'm done pretending to be okay.,9,15,0,0,1
Worried about money after the layoff.,1,40,1,0,0
Trying to balance everything – it's tough but okay.,3,21,0,1,0
It's like I don’t matter at all in my family.,6,15,0,0,1
Trying to balance everything – it's tough but okay.,4,30,1,0,0
Stressed about interviews but hopeful.,4,31,1,0,0
"Caring for my dad is draining, but I’ll manage.",4,58,0,1,0
"Caring for my dad is draining, but I’ll manage.",3,57,0,0,1
Wife left and I don't know who I am anymore.,6,50,0,0,1
Crippling debt and no support system. Feeling trapped.,6,20,0,0,1
Wife left and I don't know who I am anymore.,5,40,0,0,1
Just tired from school lately.,4,16,0,0,1
